book_slug,book_title,speech_index,speech_title,speaker,section,source_file,output_file
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,1,The laws that men have made,Emmeline Pankhurst,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/001_the-laws-that-men-have-made.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,2,"To the workers, everything; to the toilers, everything!",Vladimir Ilich Lenin,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/002_to-the-workers-everything-to-the-toilers-everything.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,3,Why do we want to offer this non-cooperation?,Mahatma Gandhi,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/003_why-do-we-want-to-offer-this-non-cooperation.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,4,We must win the peace,Benito Mussolini,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/004_we-must-win-the-peace.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,5,The only thing we have to fear is fear itself,Franklin D Roosevelt,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/005_the-only-thing-we-have-to-fear-is-fear-itself.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,6,They shall not pass!,La Pasionaria,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/006_they-shall-not-pass.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,7,I lay down my burden,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/007_i-lay-down-my-burden.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,8,This country is now at war with Germany,Neville Chamberlain,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/008_this-country-is-now-at-war-with-germany.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,9,We shall fight on the beaches,Winston Churchill,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/009_we-shall-fight-on-the-beaches.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,10,The issue is one of life and death for the Soviet state,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/010_the-issue-is-one-of-life-and-death-for-the-soviet-state.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,11,Let the storm break loose,Joseph Goebbels,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/011_let-the-storm-break-loose.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,12,I am talking about…the extermination of the Jewish people,Heinrich Himmler,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/012_i-am-talking-about-the-extermination-of-the-jewish-people.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,13,Paris outraged! Paris broken! Paris martyred! But Paris liberated!,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/013_paris-outraged-paris-broken-paris-martyred-but-paris-liberated.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,14,Vietnam has the right to be a free and independent country,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/014_vietnam-has-the-right-to-be-a-free-and-independent-country.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,15,We dedicate today this Road of Valour,David Ben-Gurion,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/015_we-dedicate-today-this-road-of-valour.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,16,Security through national armament is…a disastrous illusion,Albert Einstein,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/016_security-through-national-armament-is-a-disastrous-illusion.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,17,The cult of the individual and its harmful consequences,Nikita Khrushchev,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/017_the-cult-of-the-individual-and-its-harmful-consequences.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,18,This is a time for action,Anthony Eden,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/018_this-is-a-time-for-action.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,19,Without recognition of human rights we shall never have peace,Dag Hammarskjöld,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/019_without-recognition-of-human-rights-we-shall-never-have-peace.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,20,Most of our people have never had it so good,Harold Macmillan,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/020_most-of-our-people-have-never-had-it-so-good.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,21,"An honest, loyal, strong, popular government",Patrice Lumumba,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/021_an-honest-loyal-strong-popular-government.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,22,To be a revolutionary you have first to have a revolution,Ernesto 'Che' Guevara,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/022_to-be-a-revolutionary-you-have-first-to-have-a-revolution.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,23,Ich bin ein Berliner,John F Kennedy,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/023_ich-bin-ein-berliner.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,24,I have a dream,Martin Luther King,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/024_i-have-a-dream.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,25,The ballot or the bullet,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/025_the-ballot-or-the-bullet.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,26,Hostility between the sexes has never been worse,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/026_hostility-between-the-sexes-has-never-been-worse.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,27,"A Europe which is free, democratic, safe and happy",Edward Heath,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/027_a-europe-which-is-free-democratic-safe-and-happy.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,28,There can be no whitewash at the White House,Richard M Nixon,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/028_there-can-be-no-whitewash-at-the-white-house.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,29,I have come bearing an olive branch and a freedom fighter's gun,Yasser Arafat,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/029_i-have-come-bearing-an-olive-branch-and-a-freedom-fighter-s-gun.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,30,The lady's not for turning,Margaret Thatcher,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/030_the-lady-s-not-for-turning.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,31,The aggressive impulses of an evil empire,Ronald Reagan,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/031_the-aggressive-impulses-of-an-evil-empire.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,32,Apartheid's final solution,Desmond Tutu,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/032_apartheid-s-final-solution.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,33,Tear down this wall!,Ronald Reagan,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/033_tear-down-this-wall.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,34,We live in a contaminated moral environment,Václav Havel,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/034_we-live-in-a-contaminated-moral-environment.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,35,On this day of my release,Nelson Mandela,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/035_on-this-day-of-my-release.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,36,AIDS virus is not a political creature,Mary Fisher,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/036_aids-virus-is-not-a-political-creature.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,37,It has turned out to be an annus horribilis,Elizabeth II,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/037_it-has-turned-out-to-be-an-annus-horribilis.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,38,"The ethos of Islam is equality, equality between the sexes",Benazir Bhutto,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/038_the-ethos-of-islam-is-equality-equality-between-the-sexes.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,39,I have sinned,Bill Clinton,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/039_i-have-sinned.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,40,"Today, our nation saw evil",George W Bush,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/040_today-our-nation-saw-evil.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,41,Iraq will be victorious,Saddam Hussein,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/041_iraq-will-be-victorious.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,42,Our acts are reaction to your own acts,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/042_our-acts-are-reaction-to-your-own-acts.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,43,You are already naked. There is no reason not to follow your heart.,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/043_you-are-already-naked-there-is-no-reason-not-to-follow-your-heart.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,44,"Heroism is here, in the hearts of so many of our fellow citizens",Barack Obama,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/044_heroism-is-here-in-the-hearts-of-so-many-of-our-fellow-citizens.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,45,My country today stands at the start of a journey,Aung San Suu Kyi,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/045_my-country-today-stands-at-the-start-of-a-journey.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,46,They thought that the bullets would silence us. But they failed.,Malala Yousafzai,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/046_they-thought-that-the-bullets-would-silence-us-but-they-failed.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,47,"Reducing excessive inequality is not just morally and politically correct, but it is good economics",Christine Lagarde,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/047_reducing-excessive-inequality-is-not-just-morally-and-politically-correct-but-it-is-good-economics.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,48,We never have and we never should walk by on the other side of the road,,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/048_we-never-have-and-we-never-should-walk-by-on-the-other-side-of-the-road.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,49,You voted for our tomorrow to be better than our yesterday,Hillary Clinton,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/049_you-voted-for-our-tomorrow-to-be-better-than-our-yesterday.md
50-speeches-that-made-the-modern-world,50 Speeches That Made the Modern World,50,"As we leave the European Union, we will forge a bold new positive role for ourselves in the world",Theresa May,,data/50 Speeches That Made the Modern World- Famous Speeches from -- Andrew Burnet -- 2016 -- John Murray Press -- 8a9187638b9002e32c40fc7e2ecddeef -- Anna’s Archive.md,50-speeches-that-made-the-modern-world/speeches/050_as-we-leave-the-european-union-we-will-forge-a-bold-new-positive-role-for-ourselves-in-the-world.md
